,in_amount_mmol,p_amount_mmol,sol_amount_ml,TOP_amount_mmol,acid_amount_mmol,amine_amount_mmol,thiol_amount_mmol,zinc_amount_mmol,other_amount_mmol,total_volume_ml,temp_c,time_min,x0_chloroindium oxalate,x0_indium acetate,x0_indium bromide,x0_indium chloride,x0_indium iodide,x0_indium laurate,x0_indium myristate,x0_indium oxalate,x0_indium paltimate,x0_indium stearate,x0_indium trifluoroacetate,"x0_indium tris(N,N-diisopropylacetamidinato)",x1_bis(trimethylsilyl)phosphine,x1_phosphine gas,x1_phosphorus trichloride,x1_sodium phosphide,x1_tris(diethylamino)phosphine,x1_tris(dimethylamino)phosphine,x1_tris(trimethylgermyl)phosphine,x1_tris(trimethylsilyl)phosphine,x1_white phosphorus,x2_4-ethylpyridine,x2_None,x2_dimethylformamide,x2_mesitylene,x2_octadecene,x2_toluene,x3_None,x3_trioctylphosphine,x4_None,x4_lauric acid,x4_myristic acid,x4_oleic acid,x4_palmitic acid,x4_stearic acid,x5_None,x5_dioctylamine,x5_dodecylamine,x5_hexadecylamine,x5_octylamine,x5_oleylamine,x6_None,x6_dodecanethiol,x7_None,x7_zinc acetate,x7_zinc bromide,x7_zinc chloride,x7_zinc iodide,x7_zinc octanoate,x7_zinc oleate,x7_zinc stearate,x7_zinc undecylenate,x8_None,x8_acetic acid,x8_copper bromide,x8_dioctyl ether,x8_oleic acid,x8_tetrabutylammonium myristate,x8_trioctylamine,x8_trioctylphosphine oxide,x8_water,x8_zinc iodide,diameter_nm,abs_nm,emission_nm
34,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-1.3018576440779113,-0.282103108116476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,455,None
35,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-0.9015113968835039,-0.282103108116476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,523,None
36,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-0.10081890249468908,-0.282103108116476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,569,None
37,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-1.3018576440779113,-0.2729268519071736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,468,None
38,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-0.9015113968835039,-0.2729268519071736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,544,None
39,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-0.10081890249468908,-0.2729268519071736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,592,None
40,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-1.7022038912723187,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,440,None
41,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-1.7022038912723187,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,410,None
42,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-1.3018576440779113,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,492,None
43,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-0.9015113968835039,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,550,None
44,0.1022327076292933,1.7253709839650306,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.902871501737571,-0.18559002392603072,3.051232826762295,-0.25449408767119475,-0.4505079113120317,-0.10081890249468908,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,600,None
46,-0.2856734015245286,0.7635579813521735,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.6122476471732725,-0.18559002392603072,1.23511069904992,0.14952206891577657,-0.48710652681568284,-0.5011651496890965,-0.23622182706996414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,420,422
47,-0.2856734015245286,0.34702479124424307,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,-0.05883951657144251,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.7180449030636459,-0.9015113968835039,-0.28669123622112713,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,550,None
48,-0.4796264561014396,-0.09222839105139236,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,0.4933458071007243,-0.18559002392603072,0.32704963519373265,-0.25449408767119475,-0.6280501312020842,-0.9015113968835039,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,560,None
49,-0.2856734015245286,0.7635579813521735,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.6122476471732725,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.48710652681568284,-0.5011651496890965,-0.23622182706996414,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,590,625
52,0.1022327076292933,0.2864381454103624,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,0.2753779161775005,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.6554712823317195,-0.9015113968835039,-0.2894441130839179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,485,None
53,-0.24257272272965952,1.384571101149451,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,0.297174705269823,-0.18559002392603072,0.6572536584141643,0.1944127529809956,-0.6527458535176178,-0.9015113968835039,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,490,560
54,-0.2856734015245286,-0.6980948493902001,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.583185261716843,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.49077751256528923,-0.9015113968835039,-0.28852648746298765,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,490,None
55,-0.2856734015245286,-0.6980948493902001,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.583185261716843,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.49077751256528923,-0.9015113968835039,-0.18116428981414995,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,550,None
56,-0.2856734015245286,0.05923822353330952,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,-0.05883951657144251,-0.18559002392603072,0.32704963519373265,-0.25449408767119475,-0.6975763764597801,-0.9015113968835039,-0.28852648746298765,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,480,None
57,0.1884340652190315,0.05923822353330952,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,-0.5964936475153945,5.45084773975342,1.0700086874397041,-0.25449408767119475,-0.7586482302941403,1.5005660862829406,-0.26375059569787124,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,539,480
58,-0.47531638822195266,-0.09222839105139236,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,0.4933458071007243,-0.18559002392603072,0.32704963519373265,-0.25449408767119475,-0.6280501312020842,-0.9015113968835039,-0.2729268519071736,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,573,618
59,-0.2856734015245286,0.5136380672874153,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,4.198799952795528,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.16138997303242877,-1.502030767675115,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,428,502
60,-0.2856734015245286,0.5136380672874153,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.583185261716843,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.49077751256528923,-0.9015113968835039,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,423,507
61,-0.2856734015245286,0.5136380672874153,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.583185261716843,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.49077751256528923,-0.9015113968835039,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,573,531
62,-0.2856734015245286,0.5136380672874153,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,4.198799952795528,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.16138997303242877,-1.502030767675115,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,478,538
63,-0.2856734015245286,0.5136380672874153,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,4.198799952795528,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.16138997303242877,-1.502030767675115,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,568,606
64,-0.2856734015245286,0.5136380672874153,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,1.583185261716843,-0.18559002392603072,1.23511069904992,-0.25449408767119475,-0.49077751256528923,-0.9015113968835039,-0.26375059569787124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,570,607
66,-0.41497543790913594,-0.1982550212606837,-0.6442996468265377,-0.2860024936341677,-0.4205770953851399,0.2753779161775005,-0.18559002392603072,0.021610913714833185,-0.25449408767119475,-0.6554712823317195,-0.9015113968835039,-0.2894441130839179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,None,505,530
67,-0.07017000755018316,-0.4330282738669717,1.5828788302999854,-0.2860024936341677,0.3868724087658746,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,1.459517098407392,0.9000467154913294,-0.12610675255833578,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,532,591
68,-0.41497543790913594,-0.5844948884516735,-0.42158179911388544,0.11058283748523584,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.4872177688080952,-0.3009920260918928,-0.2729268519071736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,551,612
69,-0.24257272272965952,-0.31942831292844526,1.248802058731007,-0.2860024936341677,0.15617255043701328,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,2.438946956241947,1.1759056387521987,0.49970046829692205,-0.07104921530252158,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,562,618
70,-0.41497543790913594,-0.5844948884516735,-0.42158179911388544,0.11058283748523584,-0.4205770953851399,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.4872177688080952,-0.3009920260918928,-0.2729268519071736,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,578,641
71,-0.3287740803193977,-0.546628234805498,-0.2823831442934777,-0.2860024936341677,0.23307250321330036,-0.3756195180465277,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,-0.38976978345490854,-0.9015113968835039,-0.282103108116476,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,580,588
72,0.1884340652190315,-0.32018564600136873,3.531659997785693,-0.2860024936341677,0.7329221962591664,-0.5964936475153945,-0.18559002392603072,-0.5810114286624547,-0.25449408767119475,3.406251965622879,0.9000467154913294,-0.12610675255833578,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,585,630
